date,maturity,nominal_yield,inflation,real_yield,nominal_discount,real_discount
2023-01-01,1.0,0.0155,0.019961370563888012,-0.004461370563888012,0.9846195067517329,1.0044713372937886
2023-01-01,3.0,0.0165,0.01982274112777602,-0.0033227411277760195,0.9517051581364622,1.0100180716171345
2023-01-01,5.0,0.017499999999999998,0.019741648106154388,-0.0022416481061543897,0.9162188716508777,1.0112712881896044
2023-01-01,7.0,0.0185,0.019684111691664032,-0.0011841116916640332,0.8785345884162464,1.008323228902806
2023-01-01,10.0,0.02,0.019620420945440326,0.00037957905455967417,0.8187307530779818,0.9962114043610046
2023-01-02,1.0,0.015752441295442367,0.019915400794474826,-0.0041629594990324585,0.9843709794985215,1.0041716366516278
2023-01-02,3.0,0.01675244129544237,0.019776771358362834,-0.003024330062920466,0.9509846819388168,1.0091142745272506
2023-01-02,5.0,0.017752441295442366,0.019695678336741202,-0.0019432370412988363,0.9150631437935687,1.0097635405809116
2023-01-02,7.0,0.018752441295442367,0.019638141922250846,-0.0008857006268084798,0.876983510399232,1.0062191635760038
2023-01-02,10.0,0.020252441295442368,0.01957445117602714,0.0006779901194152275,0.8166665451116002,0.993243030481849
2023-01-03,1.0,0.015772789228047705,0.019819755880233297,-0.004046966652185593,0.9843509497879542,1.004055166679742
2023-01-03,3.0,0.016772789228047705,0.019681126444121306,-0.0029083372160736004,0.950926631993979,1.0087631855040275
2023-01-03,5.0,0.017772789228047703,0.019600033422499673,-0.0018272441944519706,0.914970050313401,1.0091780836307969
2023-01-03,7.0,0.018772789228047704,0.019542497008009318,-0.0007697077799616141,0.8768586056853185,1.0054024955902812
2023-01-03,10.0,0.020272789228047705,0.019478806261785612,0.0007939829662620933,0.8165003872588078,0.9920916075279138
2023-01-04,1.0,0.01554233600241796,0.019762371314227967,-0.004220035311810007,0.9845778227802869,1.004228952199608
2023-01-04,3.0,0.01654233600241796,0.019623741878115976,-0.0030814058756980164,0.9515842916365032,1.009287077373335
2023-01-04,5.0,0.017542336002417957,0.019542648856494343,-0.0020003128540763866,0.9160249469547648,1.0100517470769645
2023-01-04,7.0,0.018542336002417958,0.019485112442003988,-0.0009427764395860301,0.878274271493658,1.0066212593316064
2023-01-04,10.0,0.02004233600241796,0.019421421695780282,0.0006209143066376772,0.8183842085682842,0.9938100938269655
2023-01-05,1.0,0.015272959251407621,0.01979600620180165,-0.004523046950394028,0.984843080880883,1.0045332913667537
2023-01-05,3.0,0.016272959251407624,0.019657376765689658,-0.0033844175142820343,0.9523536065023239,1.0102049717024735
2023-01-05,5.0,0.01727295925140762,0.019576283744068026,-0.0023033244926604045,0.9172595573267254,1.0115831940743665
2023-01-05,7.0,0.018272959251407622,0.01951874732957767,-0.001245788078170048,0.8799319405720304,1.0087586510217843
2023-01-05,10.0,0.019772959251407624,0.019455056583353964,0.0003179026680536594,0.8205917172828566,0.9968260210743819
2023-01-06,1.0,0.015212322717601059,0.019889736782434334,-0.004677414064833275,0.9849028001622178,1.0046883702415315
2023-01-06,3.0,0.01621232271760106,0.019751107346322343,-0.003538784628721283,0.9525268645254645,1.01067290732434
2023-01-06,5.0,0.017212322717601057,0.01967001432470071,-0.0024576916070996532,0.9175376966888981,1.01236427136063
2023-01-06,7.0,0.018212322717601058,0.019612477910210355,-0.0014001551926092967,0.8803055120087252,1.0098492742978191
2023-01-06,10.0,0.01971232271760106,0.01954878716398665,0.00016353555361441063,0.8210894465445563,0.9983659809290895
2023-01-07,1.0,0.015416175350540321,0.01995738759255305,-0.004541212242012727,0.9847020455960841,1.00455153917267
2023-01-07,3.0,0.016416175350540324,0.019818758156441057,-0.0034025828059007328,0.9519445172853052,1.0102600252062712
2023-01-07,5.0,0.01741617535054032,0.019737665134819424,-0.002321489784279103,0.9166029607643157,1.0116750767655776
2023-01-07,7.0,0.018416175350540322,0.01968012872032907,-0.0012639533697887465,0.8790502396638346,1.0088869299428764
2023-01-07,10.0,0.019916175350540324,0.019616437974105363,0.0002997373764349609,0.8194173389856804,0.9970071138755608
2023-01-08,1.0,0.015697095979615636,0.01993676078932234,-0.004239664809706705,0.9844254613289156,1.0042486649031876
2023-01-08,3.0,0.016697095979615637,0.01979813135321035,-0.0031010353735947127,0.9511425926905895,1.009346514519087
2023-01-08,5.0,0.017697095979615635,0.019717038331588718,-0.002019942351973083,0.9153164011269436,1.0101508859852264
2023-01-08,7.0,0.018697095979615636,0.019659501917098362,-0.0009624059374827264,0.8773233347273834,1.006759585124069
2023-01-08,10.0,0.020197095979615637,0.019595811170874656,0.000601284808740981,0.8171186568900487,0.9940051929062887
2023-01-09,1.0,0.015796807473987016,0.019846820560507152,-0.004050013086520136,0.9843273076886736,1.0040582254725348
2023-01-09,3.0,0.016796807473987017,0.01970819112439516,-0.002911383650408144,0.9508581156933182,1.0087724049385682
2023-01-09,5.0,0.017796807473987014,0.01962709810277353,-0.0018302906287865142,0.914860177032464,1.00919345572169
2023-01-09,7.0,0.018796807473987015,0.019569561688283173,-0.0007727542142961577,0.8767111938381572,1.005423936067668
2023-01-09,10.0,0.020296807473987016,0.019505870942059467,0.0007909365319275496,0.8163043017367947,0.9921218314076486
2023-01-10,1.0,0.015623635545572527,0.019770257537699544,-0.004146621992127017,0.9844977803068471,1.0041552311245927
